filename,detection_id,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,width,height,area,error
Frame_20250626_114442_062_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9879,1.13,2.91,537.26,714.03,269.19,358.47,536.13,711.12,381252.16,
Frame_20250626_114442_062_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9588,536.94,27.69,1279.23,396.99,908.08,212.34,742.29,369.3,274130.91,
Frame_20250626_114608_064_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.9807,588.26,1.0,1280.0,577.12,934.13,289.06,691.74,576.12,398525.51,
Frame_20250626_114608_064_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.9315,0.0,16.45,592.98,280.77,296.49,148.61,592.98,264.32,156737.13,
Frame_20250626_114710_066_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9925,0.0,5.74,780.02,714.86,390.01,360.3,780.02,709.13,553134.8,
Frame_20250626_114710_066_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9462,772.21,44.48,1277.7,348.08,1024.95,196.28,505.49,303.6,153466.54,
Frame_20250626_114853_068_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.988,0.0,42.25,503.45,714.25,251.72,378.25,503.45,672.0,338317.28,
Frame_20250626_114853_068_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9388,485.35,96.79,1275.81,419.22,880.58,258.0,790.46,322.43,254872.69,
Frame_20250626_114952_070_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.9865,490.48,0.31,1229.27,599.58,859.87,299.94,738.79,599.27,442733.11,
Frame_20250626_114952_070_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.9489,0.76,31.81,496.81,301.83,248.78,166.82,496.05,270.01,133940.98,
Frame_20250626_115046_072_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9848,0.0,9.34,694.89,685.34,347.45,347.34,694.89,676.0,469744.6,
Frame_20250626_115046_072_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9367,688.23,57.39,1277.27,344.32,982.75,200.86,589.04,286.93,169012.96,
Frame_20250626_115138_074_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9802,0.0,2.16,638.92,715.98,319.46,359.07,638.92,713.82,456075.97,
Frame_20250626_115138_074_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9084,632.95,29.38,1279.98,376.37,956.46,202.88,647.03,346.99,224514.11,
Frame_20250626_115317_076_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9613,0.0,6.24,575.43,704.51,287.72,355.38,575.43,698.28,401810.52,
Frame_20250626_115317_076_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9462,567.92,41.03,1280.0,348.12,923.96,194.57,712.08,307.09,218675.11,
Frame_20250626_115434_078_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9648,0.0,0.98,483.02,692.65,241.51,346.81,483.02,691.67,334089.47,
Frame_20250626_115434_078_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9277,482.24,9.87,1280.0,340.79,881.12,175.33,797.76,330.92,263991.7,
Frame_20250626_115528_080_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.9747,677.71,1.31,1279.07,572.58,978.39,286.95,601.36,571.27,343538.55,
Frame_20250626_115528_080_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.9516,2.02,15.59,679.1,283.68,340.56,149.63,677.08,268.08,181513.94,
Frame_20250626_115632_082_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.977,0.0,4.15,656.36,684.21,328.18,344.18,656.36,680.06,446365.96,
Frame_20250626_115632_082_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9464,653.24,16.62,1280.0,334.49,966.62,175.55,626.76,317.86,199223.32,
Frame_20250626_115730_084_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.9727,731.2,2.45,1279.83,571.52,1005.51,286.98,548.63,569.07,312210.19,
Frame_20250626_115730_084_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.969,9.07,30.15,730.95,287.04,370.01,158.6,721.87,256.89,185439.86,
Frame_20250626_115847_086_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.9606,719.11,3.2,1279.29,538.6,999.2,270.9,560.18,535.4,299920.39,
Frame_20250626_115847_086_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.9404,6.53,5.01,728.16,283.85,367.34,144.43,721.63,278.84,201218.51,
Frame_20250626_121135_088_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9896,0.0,4.28,485.01,713.08,242.51,358.68,485.01,708.8,343777.2,
Frame_20250626_121135_088_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9567,481.92,17.84,1277.63,340.88,879.78,179.36,795.71,323.03,257040.34,
Frame_20250626_122037_090_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.972,1.89,0.65,570.59,715.7,286.24,358.18,568.7,715.05,406647.98,
Frame_20250626_122037_090_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9568,571.84,15.19,1280.0,354.03,925.92,184.61,708.16,338.84,239949.99,
Frame_20250626_123305_092_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.9685,665.59,5.92,1279.99,529.48,972.79,267.7,614.4,523.56,321677.93,
Frame_20250626_123305_092_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.9373,3.85,3.93,667.07,268.77,335.46,136.35,663.23,264.84,175646.84,
Frame_20250626_123356_094_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.994,0.0,1.41,770.5,717.28,385.25,359.34,770.5,715.88,551579.95,
Frame_20250626_123356_094_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9511,771.05,30.62,1277.64,350.09,1024.35,190.36,506.59,319.47,161838.8,
Frame_20250626_124055_096_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9756,0.0,73.44,620.52,717.19,310.26,395.32,620.52,643.75,399463.24,
Frame_20250626_124055_096_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9529,612.74,127.32,1280.0,438.46,946.37,282.89,667.26,311.15,207616.34,
Frame_20250626_124314_098_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.9909,549.37,55.88,1258.0,659.73,903.69,357.81,708.63,603.84,427899.0,
Frame_20250626_124314_098_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.9834,0.0,92.06,549.88,348.2,274.94,220.13,549.88,256.14,140845.49,
Frame_20250626_124406_100_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.99,0.0,88.86,740.69,718.77,370.35,403.82,740.69,629.91,466571.7,
Frame_20250626_124406_100_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9467,740.83,136.44,1280.0,426.45,1010.41,281.44,539.17,290.0,156362.01,
Frame_20250626_124458_102_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.9908,552.56,70.5,1257.31,674.71,904.94,372.61,704.75,604.21,425813.52,
Frame_20250626_124458_102_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.9701,0.0,117.81,549.6,373.67,274.8,245.74,549.6,255.85,140616.11,
Frame_20250626_124549_104_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.9876,525.2,50.78,1257.81,679.79,891.51,365.29,732.61,629.01,460819.88,
Frame_20250626_124549_104_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.9773,0.0,97.01,534.18,368.48,267.09,232.75,534.18,271.47,145010.84,
Frame_20250626_124643_106_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9864,0.0,5.89,489.15,713.04,244.58,359.47,489.15,707.15,345903.44,
Frame_20250626_124643_106_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9524,481.66,57.52,1280.0,420.91,880.83,239.22,798.34,363.39,290112.41,
Frame_20250626_124924_108_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9825,0.0,42.31,661.94,714.74,330.97,378.53,661.94,672.43,445107.1,
Frame_20250626_124924_108_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9282,658.51,93.03,1280.0,422.08,969.26,257.55,621.49,329.04,204495.71,
Frame_20250626_125018_110_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,1,0.0,Faceplate,0.9818,0.0,82.14,641.53,717.77,320.77,399.95,641.53,635.62,407771.86,
Frame_20250626_125018_110_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Right.jpg,2,1.0,ATG,0.9491,636.94,129.37,1280.0,461.14,958.47,295.25,643.06,331.77,213344.99,
Frame_20250626_125119_112_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.9915,713.75,85.49,1280.0,627.46,996.88,356.47,566.25,541.97,306887.2,
Frame_20250626_125119_112_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.9728,0.0,105.49,713.65,348.54,356.82,227.01,713.65,243.06,173456.69,
Frame_20250626_125119_112_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,3,0.0,Faceplate,0.772,0.42,117.3,138.94,618.33,69.68,367.81,138.52,501.03,69401.16,
Frame_20250626_125209_114_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.98,629.13,62.67,1280.0,628.22,954.56,345.44,650.87,565.55,368101.0,
Frame_20250626_125209_114_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,2,1.0,ATG,0.9219,14.1,88.15,634.95,337.41,324.53,212.78,620.85,249.26,154755.1,
Frame_20250626_125319_116_LoaderFS1010FK_StorageHangerFaceplateStateDetect_Left.jpg,1,0.0,Faceplate,0.988,802.67,7.1,1278.32,586.94,1040.49,297.02,475.65,579.84,275801.05,
